Formula,Temperature (K),TC,DOI
Ti33.33S66.67,7,0.001,10.1007/s11664-010-1474-z
Ti33.33S66.67,32,1.15,
Ti33.33S66.67,40,1.46,
Ti33.33S66.67,54,1.74,
Ti33.33S66.67,68,2.04,
Ti33.33S66.67,82,2.11,
Ti33.33S66.67,95,2.16,
Ti33.33S66.67,112,2.31,
Ti33.33S66.67,129,2.31,
Ti33.33S66.67,147,2.35,
Ti33.33S66.67,168,2.39,
Ti33.33S66.67,184,2.42,
Ti33.33S66.67,199,2.49,
Ti33.33S66.67,213,2.59,
Ti33.33S66.67,228,2.69,
Ti33.33S66.67,242,2.73,
Ti33.33S66.67,257,2.76,
Ti33.33S66.67,273,2.82,
Ti33.33S66.67,284,2.92,
Ti33.33S66.67,300,3.06,
Ti33.33S66.67,310,3.15,
Ti31.67Co1.67S66.67,5,0.03,
Ti31.67Co1.67S66.67,13,0.3,
Ti31.67Co1.67S66.67,17,0.52,
Ti31.67Co1.67S66.67,19,0.7,
Ti31.67Co1.67S66.67,23,0.8,
Ti31.67Co1.67S66.67,25,0.98,
Ti31.67Co1.67S66.67,30,1.18,
Ti31.67Co1.67S66.67,33,1.35,
Ti31.67Co1.67S66.67,38,1.55,
Ti31.67Co1.67S66.67,46,1.75,
Ti31.67Co1.67S66.67,52,1.94,
Ti31.67Co1.67S66.67,60,2.09,
Ti31.67Co1.67S66.67,68,2.26,
Ti31.67Co1.67S66.67,75,2.35,
Ti31.67Co1.67S66.67,85,2.45,
Ti31.67Co1.67S66.67,94,2.54,
Ti31.67Co1.67S66.67,102,2.59,
Ti31.67Co1.67S66.67,113,2.6,
Ti31.67Co1.67S66.67,123,2.63,
Ti31.67Co1.67S66.67,135,2.65,
Ti31.67Co1.67S66.67,146,2.67,
Ti31.67Co1.67S66.67,158,2.69,
Ti31.67Co1.67S66.67,169,2.74,
Ti31.67Co1.67S66.67,180,2.73,
Ti31.67Co1.67S66.67,193,2.77,
Ti31.67Co1.67S66.67,204,2.76,
Ti31.67Co1.67S66.67,215,2.8,
Ti31.67Co1.67S66.67,227,2.85,
Ti31.67Co1.67S66.67,239,2.87,
Ti31.67Co1.67S66.67,249,2.9,
Ti31.67Co1.67S66.67,260,2.96,
Ti31.67Co1.67S66.67,268,3.04,
Ti31.67Co1.67S66.67,279,3.12,
Ti31.67Co1.67S66.67,287,3.15,
Ti31.67Co1.67S66.67,296,3.23,
Ti31.67Co1.67S66.67,307,3.3,
Ti30Co3.33S66.67,3,0.004,
Ti30Co3.33S66.67,13,0.44,
Ti30Co3.33S66.67,16,0.59,
Ti30Co3.33S66.67,19,0.87,
Ti30Co3.33S66.67,23,1,
Ti30Co3.33S66.67,27,1.19,
Ti30Co3.33S66.67,31,1.35,
Ti30Co3.33S66.67,35,1.55,
Ti30Co3.33S66.67,40,1.79,
Ti30Co3.33S66.67,44,1.93,
Ti30Co3.33S66.67,50,2.18,
Ti30Co3.33S66.67,57,2.35,
Ti30Co3.33S66.67,64,2.49,
Ti30Co3.33S66.67,72,2.61,
Ti30Co3.33S66.67,78,2.75,
Ti30Co3.33S66.67,87,2.83,
Ti30Co3.33S66.67,97,2.93,
Ti30Co3.33S66.67,105,2.99,
Ti30Co3.33S66.67,116,3,
Ti30Co3.33S66.67,122,3.03,
Ti30Co3.33S66.67,132,3.08,
Ti30Co3.33S66.67,140,3.08,
Ti30Co3.33S66.67,151,3.09,
Ti30Co3.33S66.67,164,3.1,
Ti30Co3.33S66.67,176,3.14,
Ti30Co3.33S66.67,187,3.17,
Ti30Co3.33S66.67,198,3.17,
Ti30Co3.33S66.67,209,3.2,
Ti30Co3.33S66.67,220,3.21,
Ti30Co3.33S66.67,233,3.22,
Ti30Co3.33S66.67,242,3.3,
Ti30Co3.33S66.67,255,3.33,
Ti30Co3.33S66.67,266,3.4,
Ti30Co3.33S66.67,277,3.49,
Ti30Co3.33S66.67,285,3.61,
Ti30Co3.33S66.67,295,3.65,
Ti30Co3.33S66.67,304,3.75,
Ti26.67Co6.67S66.67,4,0.05,
Ti26.67Co6.67S66.67,8,0.18,
Ti26.67Co6.67S66.67,9,0.32,
Ti26.67Co6.67S66.67,13,0.46,
Ti26.67Co6.67S66.67,15,0.64,
Ti26.67Co6.67S66.67,17,0.76,
Ti26.67Co6.67S66.67,20,0.94,
Ti26.67Co6.67S66.67,23,1.13,
Ti26.67Co6.67S66.67,24,1.26,
Ti26.67Co6.67S66.67,29,1.44,
Ti26.67Co6.67S66.67,31,1.58,
Ti26.67Co6.67S66.67,35,1.67,
Ti26.67Co6.67S66.67,38,1.88,
Ti26.67Co6.67S66.67,44,2.21,
Ti26.67Co6.67S66.67,52,2.52,
Ti26.67Co6.67S66.67,60,2.75,
Ti26.67Co6.67S66.67,69,2.96,
Ti26.67Co6.67S66.67,78,3.08,
Ti26.67Co6.67S66.67,88,3.17,
Ti26.67Co6.67S66.67,96,3.29,
Ti26.67Co6.67S66.67,105,3.3,
Ti26.67Co6.67S66.67,116,3.35,
Ti26.67Co6.67S66.67,125,3.42,
Ti26.67Co6.67S66.67,136,3.44,
Ti26.67Co6.67S66.67,146,3.46,
Ti26.67Co6.67S66.67,158,3.49,
Ti26.67Co6.67S66.67,169,3.53,
Ti26.67Co6.67S66.67,180,3.56,
Ti26.67Co6.67S66.67,190,3.61,
Ti26.67Co6.67S66.67,203,3.64,
Ti26.67Co6.67S66.67,213,3.71,
Ti26.67Co6.67S66.67,223,3.78,
Ti26.67Co6.67S66.67,234,3.8,
Ti26.67Co6.67S66.67,246,3.88,
Ti26.67Co6.67S66.67,256,3.91,
Ti26.67Co6.67S66.67,267,4.02,
Ti26.67Co6.67S66.67,276,4.15,
Ti26.67Co6.67S66.67,289,4.24,
Ti26.67Co6.67S66.67,309,4.35,
Ti23.33Co10S66.67,5,0.05,
Ti23.33Co10S66.67,10,0.31,
Ti23.33Co10S66.67,16,0.56,
Ti23.33Co10S66.67,22,0.87,
Ti23.33Co10S66.67,28,1.27,
Ti23.33Co10S66.67,35,1.71,
Ti23.33Co10S66.67,46,2.06,
Ti23.33Co10S66.67,58,2.38,
Ti23.33Co10S66.67,71,2.63,
Ti23.33Co10S66.67,82,2.79,
Ti23.33Co10S66.67,95,2.92,
Ti23.33Co10S66.67,110,3,
Ti23.33Co10S66.67,124,3.1,
Ti23.33Co10S66.67,141,3.14,
Ti23.33Co10S66.67,155,3.19,
Ti23.33Co10S66.67,172,3.24,
Ti23.33Co10S66.67,185,3.29,
Ti23.33Co10S66.67,200,3.34,
Ti23.33Co10S66.67,215,3.38,
Ti23.33Co10S66.67,230,3.53,
Ti23.33Co10S66.67,244,3.62,
Ti23.33Co10S66.67,259,3.7,
Ti23.33Co10S66.67,273,3.84,
Ti23.33Co10S66.67,286,4,
Ti23.33Co10S66.67,313,4.15,
Cu25Sb25Se50,5,2.43, 10.1063/1.2218592
Cu25Sb25Se50,5,3,
Cu25Sb25Se50,6,3.9,
Cu25Sb25Se50,8,4.59,
Cu25Sb25Se50,8,5.89,
Cu25Sb25Se50,9,6.3,
Cu25Sb25Se50,9,6.53,
Cu25Sb25Se50,12,7.22,
Cu25Sb25Se50,12,7.97,
Cu25Sb25Se50,14,8.84,
Cu25Sb25Se50,14,9.15,
Cu25Sb25Se50,15,9.7,
Cu25Sb25Se50,15,9.96,
Cu25Sb25Se50,16,10.16,
Cu25Sb25Se50,18,10.66,
Cu25Sb25Se50,18,10.8,
Cu25Sb25Se50,18,11,
Cu25Sb25Se50,19,11.44,
Cu25Sb25Se50,20,11.67,
Cu25Sb25Se50,22,12.01,
Cu25Sb25Se50,25,12.27,
Cu25Sb25Se50,27,12.47,
Cu25Sb25Se50,29,12.19,
Cu25Sb25Se50,31,11.75,
Cu25Sb25Se50,32,11.38,
Cu25Sb25Se50,33,11.09,
Cu25Sb25Se50,35,10.4,
Cu25Sb25Se50,40,9.79,
Cu25Sb25Se50,44,9.1,
Cu25Sb25Se50,46,8.75,
Cu25Sb25Se50,49,8.2,
Cu25Sb25Se50,53,7.66,
Cu25Sb25Se50,57,7.17,
Cu25Sb25Se50,61,6.62,
Cu25Sb25Se50,67,6.24,
Cu25Sb25Se50,75,5.67,
Cu25Sb25Se50,81,5.03,
Cu25Sb25Se50,89,4.74,
Cu25Sb25Se50,96,4.37,
Cu25Sb25Se50,105,3.97,
Cu25Sb25Se50,116,3.65,
Cu25Sb25Se50,125,3.45,
Cu25Sb25Se50,135,3.13,
Cu25Sb25Se50,149,2.9,
Cu25Sb25Se50,159,2.79,
Cu25Sb25Se50,171,2.67,
Cu25Sb25Se50,183,2.44,
Cu25Sb25Se50,194,2.42,
Cu25Sb25Se50,207,2.27,
Cu25Sb25Se50,219,2.25,
Cu25Sb25Se50,230,2.22,
Cu25Sb25Se50,241,2.16,
Cu25Sb25Se50,253,2.19,
Cu25Sb25Se50,267,2.14,
Cu25Sb25Se50,277,2.11,
Cu25Sb25Se50,288,2.11,
Cu25Sb25Se50,299,2.08,
Cu25Sb25Se50,310,2.08,
Cu25Sb24.5Ti0.5Se50,5,1.5,
Cu25Sb24.5Ti0.5Se50,7,1.97,
Cu25Sb24.5Ti0.5Se50,5,2.49,
Cu25Sb24.5Ti0.5Se50,10,3.09,
Cu25Sb24.5Ti0.5Se50,16,3.55,
Cu25Sb24.5Ti0.5Se50,18,3.96,
Cu25Sb24.5Ti0.5Se50,24,4.62,
Cu25Sb24.5Ti0.5Se50,32,5.26,
Cu25Sb24.5Ti0.5Se50,43,5.61,
Cu25Sb24.5Ti0.5Se50,52,5.72,
Cu25Sb24.5Ti0.5Se50,59,5.61,
Cu25Sb24.5Ti0.5Se50,68,5.32,
Cu25Sb24.5Ti0.5Se50,74,4.97,
Cu25Sb24.5Ti0.5Se50,84,4.57,
Cu25Sb24.5Ti0.5Se50,90,4.25,
Cu25Sb24.5Ti0.5Se50,98,4.14,
Cu25Sb24.5Ti0.5Se50,106,3.85,
Cu25Sb24.5Ti0.5Se50,117,3.59,
Cu25Sb24.5Ti0.5Se50,125,3.36,
Cu25Sb24.5Ti0.5Se50,137,3.05,
Cu25Sb24.5Ti0.5Se50,151,2.93,
Cu25Sb24.5Ti0.5Se50,166,2.73,
Cu25Sb24.5Ti0.5Se50,181,2.56,
Cu25Sb24.5Ti0.5Se50,197,2.47,
Cu25Sb24.5Ti0.5Se50,210,2.36,
Cu25Sb24.5Ti0.5Se50,225,2.3,
Cu25Sb24.5Ti0.5Se50,241,2.28,
Cu25Sb24.5Ti0.5Se50,254,2.25,
Cu25Sb24.5Ti0.5Se50,268,2.16,
Cu25Sb24.5Ti0.5Se50,284,2.17,
Cu25Sb24.5Ti0.5Se50,296,2.22,
Cu25Sb24.5Ti0.5Se50,311,2.25,
Cu25Sb24.5Pb0.5Se50,4,0.9,
Cu25Sb24.5Pb0.5Se50,9,1.56,
Cu25Sb24.5Pb0.5Se50,17,2,
Cu25Sb24.5Pb0.5Se50,26,2.66,
Cu25Sb24.5Pb0.5Se50,34,3.01,
Cu25Sb24.5Pb0.5Se50,40,3.12,
Cu25Sb24.5Pb0.5Se50,48,3.12,
Cu25Sb24.5Pb0.5Se50,58,3.01,
Cu25Sb24.5Pb0.5Se50,69,2.92,
Cu25Sb24.5Pb0.5Se50,79,2.75,
Cu25Sb24.5Pb0.5Se50,88,2.58,
Cu25Sb24.5Pb0.5Se50,97,2.55,
Cu25Sb24.5Pb0.5Se50,106,2.38,
Cu25Sb24.5Pb0.5Se50,119,2.38,
Cu25Sb24.5Pb0.5Se50,129,2.27,
Cu25Sb24.5Pb0.5Se50,140,2.12,
Cu25Sb24.5Pb0.5Se50,153,2.21,
Cu25Sb24.5Pb0.5Se50,164,2.18,
Cu25Sb24.5Pb0.5Se50,176,2.18,
Cu25Sb24.5Pb0.5Se50,185,2.19,
Cu25Sb24.5Pb0.5Se50,193,2.16,
Cu25Sb24.5Pb0.5Se50,202,2.13,
Cu25Sb24.5Pb0.5Se50,213,2.1,
Cu25Sb24.5Pb0.5Se50,222,2.02,
Cu25Sb24.5Pb0.5Se50,231,2.02,
Cu25Sb24.5Pb0.5Se50,241,2.05,
Cu25Sb24.5Pb0.5Se50,253,2.13,
Cu25Sb24.5Pb0.5Se50,263,2.11,
Cu25Sb24.5Pb0.5Se50,277,2.02,
Cu25Sb24.5Pb0.5Se50,287,2.02,
Cu25Sb24.5Pb0.5Se50,300,2.02,
Cu25Sb24.5Pb0.5Se50,308,2.11,
Cu37.11Sb12.58Se50.31,293,2.93,10.1039/c4ta01957a
Cu37.11Sb12.58Se50.31,324,2.64,
Cu37.11Sb12.58Se50.31,372,2.23,
Cu37.11Sb12.58Se50.31,422,1.77,
Cu37.11Sb12.58Se50.31,472,1.65,
Cu37.11Sb12.58Se50.31,519,1.46,
Cu37.11Sb12.58Se50.31,571,1.33,
Cu37.11Sb12.58Se50.31,622,1.25,
Cu37.11Sb12.58Se50.31,670,1.19,
Cu37.11Sb12.45Sn0.13Se50.31,298,3.14,
Cu37.11Sb12.45Sn0.13Se50.31,320,2.82,
Cu37.11Sb12.45Sn0.13Se50.31,376,2.37,
Cu37.11Sb12.45Sn0.13Se50.31,420,2.07,
Cu37.11Sb12.45Sn0.13Se50.31,469,1.8,
Cu37.11Sb12.45Sn0.13Se50.31,522,1.59,
Cu37.11Sb12.45Sn0.13Se50.31,572,1.42,
Cu37.11Sb12.45Sn0.13Se50.31,621,1.33,
Cu37.11Sb12.45Sn0.13Se50.31,671,1.26,
Cu37.11Sb12.33Sn0.25Se50.31,305,3.18,
Cu37.11Sb12.33Sn0.25Se50.31,325,2.97,
Cu37.11Sb12.33Sn0.25Se50.31,376,2.52,
Cu37.11Sb12.33Sn0.25Se50.31,425,2.2,
Cu37.11Sb12.33Sn0.25Se50.31,471,1.96,
Cu37.11Sb12.33Sn0.25Se50.31,521,1.79,
Cu37.11Sb12.33Sn0.25Se50.31,570,1.62,
Cu37.11Sb12.33Sn0.25Se50.31,621,1.5,
Cu37.11Sb12.33Sn0.25Se50.31,671,1.32,
Cu37.11Sb12.20Sn0.38Se50.31,297,3.29,
Cu37.11Sb12.20Sn0.38Se50.31,329,3.06,
Cu37.11Sb12.20Sn0.38Se50.31,374,2.66,
Cu37.11Sb12.20Sn0.38Se50.31,423,2.33,
Cu37.11Sb12.20Sn0.38Se50.31,472,2.08,
Cu37.11Sb12.20Sn0.38Se50.31,521,1.72,
Cu37.11Sb12.20Sn0.38Se50.31,574,1.69,
Cu37.11Sb12.20Sn0.38Se50.31,623,1.58,
Cu37.11Sb12.20Sn0.38Se50.31,672,1.49,
Cu37.11Sb12.08Sn0.50Se50.31,298,3.59,
Cu37.11Sb12.08Sn0.50Se50.31,324,3.35,
Cu37.11Sb12.08Sn0.50Se50.31,375,3,
Cu37.11Sb12.08Sn0.50Se50.31,420,2.65,
Cu37.11Sb12.08Sn0.50Se50.31,470,2.41,
Cu37.11Sb12.08Sn0.50Se50.31,524,2.13,
Cu37.11Sb12.08Sn0.50Se50.31,573,1.95,
Cu37.5Sb12.5Se50,328,2.16, 10.1016/j.jallcom.2013.01.131
Cu37.5Sb12.5Se50,350,1.97,
Cu37.5Sb12.5Se50,374,1.79,
Cu37.5Sb12.5Se50,397,1.62,
Cu37.5Sb12.5Se50,421,1.5,
Cu37.5Sb12.5Se50,445,1.4,
Cu37.5Sb12.5Se50,470,1.32,
Cu37.5Sb12.5Se50,496,1.26,
Cu37.5Sb12.5Se50,518,1.19,
Cu37.5Sb12.5Se50,544,1.13,
Cu37.5Sb12.5Se50,568,1.1,
Cu37.5Sb12.38Bi0.13Se50,329,2.08,
Cu37.5Sb12.38Bi0.13Se50,350,1.92,
Cu37.5Sb12.38Bi0.13Se50,374,1.74,
Cu37.5Sb12.38Bi0.13Se50,399,1.59,
Cu37.5Sb12.38Bi0.13Se50,427,1.45,
Cu37.5Sb12.38Bi0.13Se50,450,1.34,
Cu37.5Sb12.38Bi0.13Se50,475,1.25,
Cu37.5Sb12.38Bi0.13Se50,500,1.19,
Cu37.5Sb12.38Bi0.13Se50,523,1.13,
Cu37.5Sb12.38Bi0.13Se50,546,1.08,
Cu37.5Sb12.38Bi0.13Se50,571,1.04,
Cu37.5Sb12.38Bi0.13Se50,596,0.99,
Cu37.5Sb12.25Bi0.25Se50,325,1.97,
Cu37.5Sb12.25Bi0.25Se50,345,1.84,
Cu37.5Sb12.25Bi0.25Se50,370,1.68,
Cu37.5Sb12.25Bi0.25Se50,395,1.54,
Cu37.5Sb12.25Bi0.25Se50,419,1.41,
Cu37.5Sb12.25Bi0.25Se50,443,1.31,
Cu37.5Sb12.25Bi0.25Se50,467,1.23,
Cu37.5Sb12.25Bi0.25Se50,492,1.19,
Cu37.5Sb12.25Bi0.25Se50,517,1.09,
Cu37.5Sb12.25Bi0.25Se50,540,1.03,
Cu37.5Sb12.25Bi0.25Se50,564,0.99,
Cu37.5Sb12.25Bi0.25Se50,589,0.94,
Cu37.5Sb12.13Bi0.38Se50,329,1.98,
Cu37.5Sb12.13Bi0.38Se50,349,1.85,
Cu37.5Sb12.13Bi0.38Se50,374,1.7,
Cu37.5Sb12.13Bi0.38Se50,399,1.57,
Cu37.5Sb12.13Bi0.38Se50,423,1.44,
Cu37.5Sb12.13Bi0.38Se50,448,1.35,
Cu37.5Sb12.13Bi0.38Se50,473,1.27,
Cu37.5Sb12.13Bi0.38Se50,496,1.19,
Cu37.5Sb12.13Bi0.38Se50,521,1.14,
Cu37.5Sb12.13Bi0.38Se50,550,1.06,
Cu37.5Sb12.13Bi0.38Se50,574,1,
Cu37.5Sb12.13Bi0.38Se50,596,0.96,
Cu33.33Sn16.67Se50,321,2.86, 10.1002/adfm.201601486
Cu33.33Sn16.67Se50,373,2.35,
Cu33.33Sn16.67Se50,474,1.84,
Cu33.33Sn16.67Se50,573,1.46,
Cu33.33Sn16.67Se50,672,1.21,
Cu33.33Sn16.67Se50,777,0.96,
Cu32.5Ag0.83Sn16.67Se50,322,1.94,
Cu32.5Ag0.83Sn16.67Se50,373,1.54,
Cu32.5Ag0.83Sn16.67Se50,472,1.29,
Cu32.5Ag0.83Sn16.67Se50,573,1.01,
Cu32.5Ag0.83Sn16.67Se50,673,0.87,
Cu32.5Ag0.83Sn16.67Se50,771,0.75,
Cu31.67Ag1.67Sn16.67Se50,323,1.44,
Cu31.67Ag1.67Sn16.67Se50,373,1.34,
Cu31.67Ag1.67Sn16.67Se50,474,1.11,
Cu31.67Ag1.67Sn16.67Se50,573,0.87,
Cu31.67Ag1.67Sn16.67Se50,672,0.71,
Cu31.67Ag1.67Sn16.67Se50,773,0.59,
Cu30.83Ag2.5Sn16.67Se50,322,1.34,
Cu30.83Ag2.5Sn16.67Se50,374,1.04,
Cu30.83Ag2.5Sn16.67Se50,472,0.9,
Cu30.83Ag2.5Sn16.67Se50,573,0.7,
Cu30.83Ag2.5Sn16.67Se50,673,0.59,
Cu30.83Ag2.5Sn16.67Se50,774,0.46,
Cu30Ag3.33Sn16.67Se50,323,1.2,
Cu30Ag3.33Sn16.67Se50,373,0.91,
Cu30Ag3.33Sn16.67Se50,474,0.74,
Cu30Ag3.33Sn16.67Se50,573,0.57,
Cu30Ag3.33Sn16.67Se50,673,0.5,
Cu30Ag3.33Sn16.67Se50,774,0.46,
Mg60Sb40,22,0.36, 10.1016/j.jallcom.2009.04.130
Mg60Sb40,40,0.48,
Mg60Sb40,59,0.6,
Mg60Sb40,77,0.7,
Mg60Sb40,95,0.76,
Mg60Sb40,112,0.8,
Mg60Sb40,129,0.83,
Mg60Sb40,146,0.87,
Mg60Sb40,162,0.92,
Mg60Sb40,177,0.97,
Mg60Sb40,195,1.05,
Mg60Sb40,210,1.13,
Mg60Sb40,225,1.21,
Mg60Sb40,240,1.31,
Mg60Sb40,255,1.44,
Mg60Sb40,269,1.54,
Mg60Sb40,284,1.65,
Mg60Sb40,300,1.77,
Mg60Sb40,306,1.91,
Mg54Cd6Sb40,173,0.7,
Mg54Cd6Sb40,188,0.73,
Mg54Cd6Sb40,208,0.83,
Mg54Cd6Sb40,227,0.9,
Mg54Cd6Sb40,245,1,
Mg54Cd6Sb40,263,1.1,
Mg54Cd6Sb40,281,1.24,
Mg54Cd6Sb40,299,1.36,
Mg54Cd6Sb40,312,1.54,
Mg48Cd12Sb40,128,0.6,
Mg48Cd12Sb40,146,0.63,
Mg48Cd12Sb40,164,0.66,
Mg48Cd12Sb40,180,0.69,
Mg48Cd12Sb40,198,0.74,
Mg48Cd12Sb40,214,0.79,
Mg48Cd12Sb40,230,0.83,
Mg48Cd12Sb40,244,0.9,
Mg48Cd12Sb40,260,0.98,
Mg48Cd12Sb40,275,1.07,
Mg48Cd12Sb40,291,1.17,
Mg48Cd12Sb40,304,1.29,
Mg48Cd12Sb40,306,1.42,
Mg42Cd18Sb40,26,0.25,
Mg42Cd18Sb40,44,0.34,
Mg42Cd18Sb40,61,0.42,
Mg42Cd18Sb40,80,0.48,
Mg42Cd18Sb40,98,0.52,
Mg42Cd18Sb40,114,0.54,
Mg42Cd18Sb40,131,0.56,
Mg42Cd18Sb40,148,0.58,
Mg42Cd18Sb40,165,0.62,
Mg42Cd18Sb40,181,0.66,
Mg42Cd18Sb40,197,0.71,
Mg42Cd18Sb40,213,0.76,
Mg42Cd18Sb40,231,0.83,
Mg42Cd18Sb40,247,0.91,
Mg42Cd18Sb40,264,0.98,
Mg42Cd18Sb40,280,1.06,
Mg42Cd18Sb40,297,1.14,
Mg42Cd18Sb40,310,1.2,
Mg42Cd18Sb40,315,1.27,
Mg42Cd18Sb40,316,1.33,
Mg42Cd18Sb40,317,1.39,
Cu66.67Se33.33,297,1.37, 10.1016/j.jeurceramsoc.2022.09.021
Cu66.67Se33.33,322,1.34,
Cu66.67Se33.33,372,1.16,
Cu66.67Se33.33,423,1.46,
Cu66.67Se33.33,472,1.43,
Cu66.67Se33.33,522,1.45,
Cu66.67Se33Sb0.33,297,0.51,
Cu66.67Se33Sb0.33,322,0.46,
Cu66.67Se33Sb0.33,372,0.46,
Cu66.67Se33Sb0.33,423,0.45,
Cu66.67Se33Sb0.33,472,0.45,
Cu66.67Se33Sb0.33,523,0.39,
Cu66.67Se32.67Sb0.67,297,0.59,
Cu66.67Se32.67Sb0.67,322,0.6,
Cu66.67Se32.67Sb0.67,372,0.6,
Cu66.67Se32.67Sb0.67,422,0.54,
Cu66.67Se32.67Sb0.67,472,0.54,
Cu66.67Se32.67Sb0.67,523,0.46,
Cu66.67Se32.33Sb1,297,0.92,
Cu66.67Se32.33Sb1,322,0.87,
Cu66.67Se32.33Sb1,372,0.86,
Cu66.67Se32.33Sb1,422,0.86,
Cu66.67Se32.33Sb1,472,0.85,
Cu66.67Se32.33Sb1,521,0.84,
Cu25Cd12.5Sn12.5Se50,298,2.8,10.1002/adma.200900409
Cu25Cd12.5Sn12.5Se50,349,2.37,
Cu25Cd12.5Sn12.5Se50,400,2.04,
Cu25Cd12.5Sn12.5Se50,450,1.73,
Cu25Cd12.5Sn12.5Se50,501,1.52,
Cu25Cd12.5Sn12.5Se50,549,1.37,
Cu25Cd12.5Sn12.5Se50,598,1.24,
Cu25Cd12.5Sn12.5Se50,650,1.12,
Cu25Cd12.5Sn12.5Se50,700,1.01,
Cu25.31Cd12.19Sn12.5Se50,299,2.69,
Cu25.31Cd12.19Sn12.5Se50,349,2.24,
Cu25.31Cd12.19Sn12.5Se50,397,1.89,
Cu25.31Cd12.19Sn12.5Se50,448,1.56,
Cu25.31Cd12.19Sn12.5Se50,499,1.31,
Cu25.31Cd12.19Sn12.5Se50,549,1.13,
Cu25.31Cd12.19Sn12.5Se50,597,1,
Cu25.31Cd12.19Sn12.5Se50,650,0.85,
Cu25.31Cd12.19Sn12.5Se50,698,0.76,
Cu25.63Cd11.88Sn12.5Se50,300,2.35,
Cu25.63Cd11.88Sn12.5Se50,347,1.97,
Cu25.63Cd11.88Sn12.5Se50,399,1.69,
Cu25.63Cd11.88Sn12.5Se50,449,1.39,
Cu25.63Cd11.88Sn12.5Se50,499,1.15,
Cu25.63Cd11.88Sn12.5Se50,550,0.97,
Cu25.63Cd11.88Sn12.5Se50,599,0.84,
Cu25.63Cd11.88Sn12.5Se50,649,0.7,
Cu25.63Cd11.88Sn12.5Se50,699,0.61,
Cu26.25Cd11.25Sn12.5Se50,299,2.06,
Cu26.25Cd11.25Sn12.5Se50,351,1.72,
Cu26.25Cd11.25Sn12.5Se50,399,1.45,
Cu26.25Cd11.25Sn12.5Se50,449,1.22,
Cu26.25Cd11.25Sn12.5Se50,500,1.01,
Cu26.25Cd11.25Sn12.5Se50,549,0.83,
Cu26.25Cd11.25Sn12.5Se50,600,0.72,
Cu26.25Cd11.25Sn12.5Se50,648,0.6,
Cu26.25Cd11.25Sn12.5Se50,700,0.49,
Mg60Sb40,298,1.4, 10.1016/j.actamat.2015.04.023
Mg60Sb40,325,1.32,
Mg60Sb40,370,1.19,
Mg60Sb40,423,1.09,
Mg60Sb40,472,0.99,
Mg60Sb40,522,0.91,
Mg60Sb40,572,0.87,
Mg60Sb40,619,0.82,
Mg60Sb40,667,0.79,
Mg60Sb40,721,0.79,
Mg60Sb40,769,0.8,
Mg59.88Na0.12Sb40,299,1.6,
Mg59.88Na0.12Sb40,322,1.53,
Mg59.88Na0.12Sb40,372,1.39,
Mg59.88Na0.12Sb40,466,1.16,
Mg59.88Na0.12Sb40,567,1,
Mg59.88Na0.12Sb40,664,0.88,
Mg59.88Na0.12Sb40,712,0.84,
Mg59.88Na0.12Sb40,762,0.81,
Mg59.75Na0.25Sb40,299,1.82,
Mg59.75Na0.25Sb40,324,1.73,
Mg59.75Na0.25Sb40,374,1.57,
Mg59.75Na0.25Sb40,473,1.31,
Mg59.75Na0.25Sb40,576,1.12,
Mg59.75Na0.25Sb40,671,1,
Mg59.75Na0.25Sb40,722,0.97,
Mg59.75Na0.25Sb40,773,0.96,
Mg59.5Na0.5Sb40,298,2.12,
Mg59.5Na0.5Sb40,323,2.01,
Mg59.5Na0.5Sb40,375,1.85,
Mg59.5Na0.5Sb40,474,1.57,
Mg59.5Na0.5Sb40,572,1.36,
Mg59.5Na0.5Sb40,671,1.24,
Mg59.5Na0.5Sb40,717,1.2,
Mg59.5Na0.5Sb40,770,1.18,
Cu37.11Sb12.58Se50.31,299,2.99, 10.1016/j.matlet.2016.10.011
Cu37.11Sb12.58Se50.31,348,2.43,
Cu37.11Sb12.58Se50.31,397,2.02,
Cu37.11Sb12.58Se50.31,449,1.68,
Cu37.11Sb12.58Se50.31,498,1.38,
Cu37.11Sb12.58Se50.31,549,1.23,
Cu37.11Sb12.58Se50.31,598,1.16,
Cu37.11Sb12.58Se50.31,638,1.15,
Cu37.11Sb12.45Ge0.13Se50.31,298,2.97,
Cu37.11Sb12.45Ge0.13Se50.31,350,2.46,
Cu37.11Sb12.45Ge0.13Se50.31,398,2.05,
Cu37.11Sb12.45Ge0.13Se50.31,448,1.7,
Cu37.11Sb12.45Ge0.13Se50.31,499,1.42,
Cu37.11Sb12.45Ge0.13Se50.31,549,1.23,
Cu37.11Sb12.45Ge0.13Se50.31,599,1.13,
Cu37.11Sb12.45Ge0.13Se50.31,639,1.09,
Cu37.11Sb12.20Ge0.38Se50.31,299,2.63,
Cu37.11Sb12.20Ge0.38Se50.31,349,2.24,
Cu37.11Sb12.20Ge0.38Se50.31,399,1.93,
Cu37.11Sb12.20Ge0.38Se50.31,449,1.64,
Cu37.11Sb12.20Ge0.38Se50.31,499,1.45,
Cu37.11Sb12.20Ge0.38Se50.31,549,1.29,
Cu37.11Sb12.20Ge0.38Se50.31,600,1.17,
Cu37.11Sb12.20Ge0.38Se50.31,639,1.13,
Cu37.11Sb12.08Ge0.50Se50.31,299,2.8,
Cu37.11Sb12.08Ge0.50Se50.31,349,2.41,
